"acgenus","actaxon","acauth","taxon","auth"
"Usnea","Usnea glabrescens","(Nyl. ex Vain.) Vain.","Usnea glabrescens","(Nyl. ex Vain.) Vain. ex Räsänen"
"Acanthothecis","Acanthothecis farinosa","Staiger & Kalb","Acanthothecis farinosa","Staiger & Kalb"
"Lecidea","Lecidea tenuissima","Lynge","Lecidea tenuissima","Lynge"
"Hypotrachyna","Hypotrachyna microblastella","Elix, T.H.Nash & Sipman","Hypotrachyna microblastella","Elix, T.H.Nash & Sipman"
"Miriquidica","Miriquidica scotopholis","(Tuck.) B.D.Ryan & Timdal","Lecidea scotopholis","(Tuck.) Herre"
"Calopadia","Calopadia subfusca","Kalb & Vĕzda","Calopadia subfusca","Kalb & Vĕzda"
"Caloplaca","Caloplaca magni-filii","Poelt","Caloplaca magni-filii","Poelt"
"Pleopsidium","Pleopsidium stenosporum","(Stizenb. ex Hasse) K.Knudsen","Pleopsidium stenosporum","(Stizenb. ex Hasse) K.Knudsen"
"Diploschistes","Diploschistes gypsaceus","(Ach.) Zahlbr.","Diploschistes albissimus","(Ach.) Dalla Torre & Sarnth."
"Trapeliopsis","Trapeliopsis wallrothii","(Flörke ex Spreng.) Hertel & Gotth.Schneid.","Lecidea wallrothii","Flörke"
"Rhizocarpon","Rhizocarpon superficiale","(Schaer.) Malme","Rhizocarpon superficiale ssp. boreale","Runemark"
"Stereocaulon","Stereocaulon subcoralloides","Nyl.","Stereocaulon subcoralloides","Nyl."
"Bryocaulon","Bryocaulon pseudosatoanum","(Asahina) Kärnefelt","Cornicularia pseudosatoana","Asahina"
"Punctelia","Punctelia caseana","Lendemer & B.P.Hodk.","Punctelia caseana","Lendemer & B.P.Hodk."
"Bryoria","Bryoria salazinica","Brodo & D.Hawksw.","Bryoria salazinica","Brodo & D.Hawksw."
"Xanthoparmelia","Xanthoparmelia loxodes","(Nyl.) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch","Xanthoparmelia loxodes","(Nyl.) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch"
"Pertusaria","Pertusaria subambigens","Dibben","Pertusaria subambigens","Dibben"
"Toninia","Toninia populorum","(A.Massal.) Kistenich, Timdal, Bendiksby & S.Ekman","Arthrosporum populorum","A.Massal."
"Bryoplaca","Bryoplaca jungermanniae","(Vahl) Søchting, Frödén & Arup","Caloplaca jungermanniae","(Vahl) Th.Fr."
"Xanthoparmelia","Xanthoparmelia wyomingica","(Gyelnik) Hale","Xanthoparmelia wyomingica","(Gyelnik) Hale"
"Protopannaria","Protopannaria pezizoides","(Weber) P.M.Jørg. & S.Ekman","Protopannaria pezizoides","(Weber) P.M.Jørg. & S.Ekman"
"Aspicilia","Aspicilia perradiata","(Nyl.) Hue","Aspicilia disserpens","(Zahlbr.) Räsänen"
"Cladonia","Cladonia polydactyla","(Flörke) Spreng.","Cladonia umbricola","Tønsberg & Ahti"
"Stereocaulon","Stereocaulon pileatum","Ach.","Stereocaulon pileatum","Ach."
"Solorina","Solorina saccata","(L.) Ach.","Solorina saccata","(L.) Ach."
"Hypogymnia","Hypogymnia lophyrea","(Ach.) Krog","Cavernularia lophyrea","(Ach.) Degel."
"Micarea","Micarea lignaria","(Ach.) Hedl.","Micarea lignaria","(Ach.) Hedl."
"Ramalina","Ramalina celastri","(Spreng.) A.Massal.","Ramalina celastri","(Spreng.) Krog & Swinscow"
"Pyxine","Pyxine retirugella","Nyl.","Pyxine retirugella","Nyl."
"Myelochroa","Myelochroa galbina","(Ach.) Elix & Hale","Myelochroa galbina","(Ach.) Elix & Hale"
"Leptogium","Leptogium hirsutum","Sierk","Leptogium hirsutum","Sierk"
"Lecania","Lecania toninioides","Zahlbr.","Lecania toninioides","Zahlbr."
"Lecanora","Lecanora oreinoides","(Körb.) Hertel & Rambold","Lecanora oreinoides","(Körb.) Hertel & Rambold"
"Parmotrema","Parmotrema dilatatum","(Vain.) Hale","Parmotrema dilatatum","(Vain.) Hale"
"Flavoparmelia","Flavoparmelia soredians","(Nyl.) Hale","Flavoparmelia soredians","(Nyl.) Hale"
"Micarea","Micarea nigella","Coppins","Micarea nigella","Coppins"
"Glypholecia","Glypholecia scabra","(Pers.) Müll.Arg.","Glypholecia scabra","(Pers.) Müll.Arg."
"Buellia","Buellia vernicoma","(Tuck.) Tuck.","Buellia vernicoma","(Tuck.) Tuck."
"Hypotrachyna","Hypotrachyna taylorensis","(M.E.Mitch.) Hale","Hypotrachyna taylorensis","(M.E.Mitch.) Hale"
"Rhizoplaca","Rhizoplaca shushanii","S.D.Leav., Fern.-Mend., Lumbsch, Sohrabi & St.Clair","Rhizoplaca shushanii","S.D.Leav., Fern.-Mend., Lumbsch, Sohrabi & St.Clair"
"Xanthoparmelia","Xanthoparmelia australasica","D.J.Galloway","Xanthoparmelia australasica","D.J.Galloway"
"Hypogymnia","Hypogymnia schizidiata","McCune","Hypogymnia schizidiata","McCune"
"Pseudephebe","Pseudephebe pubescens","(L.) M.Choisy","Alectoria lanea","(Ehrh. ex Hoffm.) Vain."
"Cetradonia","Cetradonia linearis","(A.Evans) J.C.Wei & Ahti","Cladonia linearis","A.Evans"
"Bryoria","Bryoria lanestris","(Ach.) Brodo & D.Hawksw.","Alectoria lanestris","(Ach.) Gyeln."
"Porina","Porina epiphylla","Fée","Porina epiphylla","Fée"
"Bryoria","Bryoria fremontii","(Tuck.) Brodo & Hawksw.","Alectoria tortuosa","Merr."
"Umbilicaria","Umbilicaria vellea","(L.) Michx.","Gyrophora vellea","(L.) Ach."
"Hypotrachyna","Hypotrachyna nigrociliata","(B.de Lesd.) Divakar, A.Crespo, Sipman, Elix & Lumbsch","Hypotrachyna nigrociliata","(B.de Lesd.) Divakar, A.Crespo, Sipman, Elix & Lumbsch"
"Peltigera","Peltigera pulverulenta","(Taylor) Nyl.","Peltigera pulverulenta","(Taylor) Nyl."
"Xanthoparmelia","Xanthoparmelia atticoides","(Essl.) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch","Xanthoparmelia atticoides","(Essl.) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch"
"Calvitimela","Calvitimela armeniaca","(DC.) Hafellner","Lecidea armeniaca","(DC.) Fr."
"Lecidella","Lecidella achristotera","(Nyl.) Hertel & Leuckert","Lecidella achristotera","(Nyl.) Hertel & Leuckert"
"Leptogium","Leptogium mandonii","P.M.Jørg.","Leptogium mandonii","P.M.Jørg."
"Lecidella","Lecidella euphorea","(Flörke) Kremp.","Lecidea euphorea","(Flörke) Sommerf."
"Rinodina","Rinodina campestris","Sheard & C.A.Morse","Rinodina campestris","Sheard & C.A.Morse"
"Acanthothecis","Acanthothecis fontana","Muscavitch & Lendemer","Acanthothecis fontana","Muscavitch & Lendemer"
"Cetraria","Cetraria muricata","(Ach.) Roum.","Coelocaulon muricatum","(Ach.) J.R.Laundon"
"Leptochidium","Leptochidium crenatulum","(Nyl.) P.M.Jørg.","Leptochidium crenatulum","(Nyl.) P.M.Jørg."
"Physcia","Physcia alnophila","(Vain.) Loht. et al.","Physcia aipolia var. alnophila","(Vain.) Lynge"
"Phacopsis","Phacopsis thallicola","(A.Massal.) Triebel & Rambold","Nesolechia thallicola","(A.Massal.) Rehm"
"Echinoplaca","Echinoplaca diffluens","(Müll.Arg.) R.Sant.","Echinoplaca diffluens","(Müll.Arg.) R.Sant."
"Malmidea","Malmidea leptoloma","(Müll.Arg.) Kalb & Lücking","Malmidea leptoloma","(Müll.Arg.) Kalb & Lücking"
"Usnea","Usnea glabrescens","(Nyl. ex Vain.) Vain.","Usnea distincta","Motyka"
"Protoparmeliopsis","Protoparmeliopsis muralis","(Schreb.) M.Choisy","Lecanora versicolor","(Pers.) Ach."
"Buellia","Buellia dispersa","A.Massal.","Buellia tergestina","J.Steiner & Zahlbr."
"Placynthiella","Placynthiella oligotropha","(J.R.Laundon) Coppins & P.James","Lecidea oligotropha","J.R.Laundon"
"Micarea","Micarea byssacea","(Th.Fr.) Czarnota, Guzow-Krzem. & Coppins","Micarea byssacea","(Th.Fr.) Czarnota, Guzow-Krzem. & Coppins"
"Myelochroa","Myelochroa metarevoluta","(Asah.) Elix & Hale","Parmelina metarevoluta","(Asah.) Hale"
"Rhizocarpon","Rhizocarpon saxicolum","","Rhizocarpon saxicolum",""
"Bacidia","Bacidia schweinitzii","(E.Michener) A.Schneider","Bacidia abductans","(Nyl.) Zahlbr."
"Hypogymnia","Hypogymnia salsa","Goward","Hypogymnia salsa","Goward"
"Xylopsora","Xylopsora caradocensis","(Leight. ex Nyl.) Bendiksby & Timdal","Xylopsora caradocensis","(Leight. ex Nyl.) Bendiksby & Timdal"
"Chroodiscus","Chroodiscus australiensis","Vĕzda & Lumbsch","Chroodiscus australiensis","Vĕzda & Lumbsch"
"Calenia","Calenia graphidea","Vain.","Calenia graphidea","Vain."
"Lopadium","Lopadium dodgei","Herre","Lopadium dodgei","Herre"
"Nephroma","Nephroma rufum","(C.Bab.) P.James","Nephroma rufum","(C.Bab.) P.James"
"Cryptodiscus","Cryptodiscus epicladonia","Zhurb. & Pino-Bodas","Cryptodiscus epicladonia","Zhurb. & Pino-Bodas"
"Sarcogyne","Sarcogyne albothallina","K.Knudsen, T.B.Wheeler, Kocourk. & M.Westb.","Sarcogyne albothallina","K.Knudsen, T.B.Wheeler, Kocourk. & M.Westb."
"Protoblastenia","Protoblastenia cyclospora","(Hepp ex Körb.) Poelt","Protoblastenia cyclospora","(Hepp ex Körb.) Poelt"
"Sarcogyne","Sarcogyne alcesensis","K.Knudsen, J.N.Adams, Kocourk. & Y.Wang","Sarcogyne alcesensis","K.Knudsen, J.N.Adams, Kocourk. & Y.Wang"
"Bulbothrix","Bulbothrix fungicola","(Lynge) Hale","Bulbothrix fungicola","(Lynge) Hale"
"Clathroporina","Clathroporina cinereonigricans","(Vain.) Zahlbr.","Clathroporina cinereonigricans","(Vain.) Zahlbr."
"Schaereria","Schaereria fuscocinerea","(Nyl.) Clauzade & Cl.Roux","Lecidea epiiodiza","Nyl."
"Hymenelia","Hymenelia cyanocarpa","(Anzi) Lutzoni","Hymenelia cyanocarpa","(Anzi) Lutzoni"
"Fissurina","Fissurina globulifica","(Nyl.) Staiger","Fissurina globulifica","(Nyl.) Staiger"
"Usnea","Usnea mutabilis","Stirton","Usnea mutabilis","Stirton"
"Rinodina","Rinodina septentrionalis","Malme","Rinodina septentrionalis","Malme"
"Buellia","Buellia dakotensis","(H.Magn.) Bungartz","Amandinea dakotensis","(H.Magn.) P.F.May & Sheard"
"Xanthoparmelia","Xanthoparmelia joranadia","(Nash.) Egan","Xanthoparmelia joranadia","(Nash.) Egan"
"Physcia","Physcia integrata","Nyl., 1860","Physcia integrata","Nyl., 1860"
"Phaeographis","Phaeographis dendritica","(Ach.) Müll.Arg.","Phaeographis dendritica","(Ach.) Müll.Arg."
"Buellia","Buellia epigaea","(Pers.) Tuck.","Buellia epigaea","(Pers.) Tuck."
"Cladonia","Cladonia thomsonii","Ahti","Cladonia thomsonii","Ahti"
"Cladonia","Cladonia rangiferina","(L.) Weber","Cladonia rangiferina","(L.) Weber ex F.H.Wigg."
"Circinaria","Circinaria contorta","(Hoffm.) A.Nordin, Savić & Tibell","Lecanora contorta","(Hoffm.) J.Steiner"
"Rhizocarpon","Rhizocarpon oederi","(Ach.) Körb.","Rhizocarpon oederi","(Ach.) Körb."
"Haematomma","Haematomma subpuniceum","(Müll.Arg.) de Lesd.","Haematomma subpuniceum","(Müll.Arg.) de Lesd."
"Clathroporina","Clathroporina subpungens","(Malme) R.C.Harris","Clathroporina subpungens","(Malme) R.C.Harris"
"Usnocetraria","Usnocetraria oakesiana","(Tuck.) M.J.Lai & J.C.Wei","Tuckermannopsis oakesiana","(Tuck.) Hale"
"Allocetraria","Allocetraria madreporiformis","(Ach.) Kärnefelt & A.Thell","Dactylina madreporiformis","(Ach.) Tuck."
"Nephromopsis","Nephromopsis sphaerosporella","(Müll.Arg.) Divakar, A.Crespo & Lumbsch","Parmelia sphaerosporella","Müll.Arg."
"Acarospora","Acarospora glaucocarpa","(Ach.) Arnold","Acarospora glaucocarpa","(Ach.) Körb."
"Cladonia","Cladonia sandstedei","des Abb.","Cladonia sandstedei","des Abb."
"Lobarina","Lobarina scrobiculata","(Scop.) Nyl. ex Cromb.","Lobaria scrobiculata","(Scop.) DC."
"Acarospora","Acarospora glaucocarpa","(Ach.) Arnold","Acarospora glaucocarpa","(Ach.) Arnold"
"Leptogium","Leptogium juniperinum","Tuck.","Leptogium juniperinum","Tuck."
"Bulbothrix","Bulbothrix laevigatula","(Nyl.) Hale","Bulbothrix laevigatula","(Nyl.) Hale"
"Peltigera","Peltigera leucophlebia","(Nyl.) Gyeln.","Peltigera aphthosa var. variolosa","A.Massal."
"Calicium","Calicium viride","Pers.","Calicium hyperellum","(Ach.) Ach."
"Scytinium","Scytinium schraderi","(Ach.) Otálora, P.M.Jørg. & Wedin","Leptogium schraderi","(Ach.) Nyl."
"Caloplaca","Caloplaca fraudans","(Th.Fr.) H.Olivier","Caloplaca fraudans","(Th.Fr.) H.Olivier"
"Stereocaulon","Stereocaulon grande","(H.Magn.) H.Magn.","Stereocaulon grande","(H.Magn.) H.Magn."
"Lecidella","Lecidella elaeochroma","(Ach.) M.Choisy","Lecidea olivacea","(Hoffm.) A.Massal."
"Usnea","Usnea esperantiana","P.Clerc","Usnea esperantiana","P.Clerc"
"Platismatia","Platismatia glauca","(L.) W.L.Culb. & C.F.Culb.","Cetraria glauca","(L.) Ach."
"Rinodina","Rinodina finkii","H.Magn.","Rinodina finkii","H.Magn."
"Cladonia","Cladonia firma","(Nyl.) Nyl.","Cladonia firma","(Nyl.) Nyl."
"Lecidea","Lecidea myriocarpella","(G.K.Merr) Zahlbr.","Lecidea myriocarpella","(G.K.Merr) Zahlbr."
"Xanthoparmelia","Xanthoparmelia tinctina","(Maheu & A.Gillet) Hale","Xanthoparmelia tinctina","(Maheu & A.Gillet) Hale"
"Bryoria","Bryoria chalybeiformis","(L.) Brodo & D.Hawksw.","Bryoria chalybeiformis","(L.) Brodo & D.Hawksw."
"Nephromopsis","Nephromopsis americana","(Spreng.) Divakar, A.Crespo & Lumbsch","Nephromopsis americana","(Spreng.) Divakar, A.Crespo & Lumbsch"
"Lecanora","Lecanora pleiospora","Steiner","Lecanora pleiospora","Steiner"
"Polycauliona","Polycauliona candelaria","(L.) Frödén, Arup & Søchting","Polycauliona candelaria","(L.) Frödén, Arup & Søchting"
"Scytinium","Scytinium gelatinosum","(With.) Otálora, P.M.Jørg. & Wedin","Leptogium sinuatum","(Huds.) A.Massal."
"Cladonia","Cladonia portentosa ssp. pacifica","(Ahti) Ahti","Cladina pacifica","(Ahti) Hale & W.L.Culb."
"Hypogymnia","Hypogymnia imshaugii","Krog","Hypogymnia imshaugii","Krog"
"Umbilicaria","Umbilicaria torrefacta","(Lightf.) Schrad.","Umbilicaria torrefacta","(Lightf.) Schrad."
"Pertusaria","Pertusaria flavicunda","Tuck.","Pertusaria flavicunda","Tuck."
"Acarospora","Acarospora schleicheri","(Ach.) A.Massal.","Acarospora epilutescens","Zahlbr."
"Physcia","Physcia thomsoniana","Essl.","Physcia thomsoniana","Essl."
"Cladonia","Cladonia didyma","(Fée) Vain.","Cladonia didyma var. vulcanica","(Zoll. & Moritzi) Vainio"
"Usnea","Usnea longissima ssp. tenuis","Th.Fr.","Usnea longissima ssp. tenuis","Th.Fr."
"Protomicarea","Protomicarea limosa","(Ach.) Hafellner","Protomicarea limosa","(Ach.) Hafellner"
"Nephromopsis","Nephromopsis tuckermanii","Divakar, A.Crespo & Lumbsch","Alectoria californica","(Tuck.) G.Merr."
"Coenogonium","Coenogonium moniliforme","Tuck.","Coenogonium moniliforme","Tuck."
"Hypotrachyna","Hypotrachyna osseoalba","(Vain.) Y.S.Park & Hale","Hypotrachyna osseoalba","(Vain.) Y.S.Park & Hale"
"Myriotrema","Myriotrema microporum","(Mont.) Hale","Ocellularia micropora","(Mont.) Müll.Arg."
"Collema","Collema furfuraceum","(Schaer.) Du Rietz","Collema furfuraceum var. luzonense","(Räsänen) Degel."
"Biatora","Biatora epixanthoides","(Nyl.) Diederich","Bacidia epixanthoides","(Nyl.) Lettau"
"Coccocarpia","Coccocarpia prostrata","Lücking, Aptroot & Sipman","Coccocarpia prostrata","Lücking, Aptroot & Sipman"
"Fuscidea","Fuscidea lowensis","(H.Magn.) R.A.Anderson & Hertel","Fuscidea lowensis","(H.Magn.) R.A.Anderson & Hertel"
"Sticta","Sticta ferax","Müll.Arg.","Sticta ferax","Müll.Arg."
"Cladonia","Cladonia sandstedei","des Abb.","Cladina sandstedei","(des Abb.) Ahti"
"Lecidella","Lecidella viridans","(Flot.) Körb.","Lecidea viridans","(Flot.) Lamy"
"Pseudocyphellaria","Pseudocyphellaria aurata","(Ach.) Vain.","Crocodia aurata","(Ach.) Link"
"Dirinaria","Dirinaria papillulifera","(Nyl.) Awasthi","Dirinaria papillulifera","(Nyl.) Awasthi"
"Allantoparmelia","Allantoparmelia alpicola","(Th.Fr.) Essl.","Parmelia alpicola","Th.Fr."
"Dirinaria","Dirinaria purpurascens","(Vain.) B.J.Moore","Dirinaria purpurascens","(Vain.) B.J.Moore"
"Bacidia","Bacidia sorediata","Lendemer & R.C.Harris","Bacidia sorediata","Lendemer & R.C.Harris"
"Lepra","Lepra andersoniae","(Lendemer) Lendemer & R.C.Harris","Lepra andersoniae","(Lendemer) Lendemer & R.C.Harris"
"Xyleborus","Xyleborus sporodochifer","R.C.Harris & Ladd","Xyleborus sporodochifer","R.C.Harris & Ladd"
"Herteliana","Herteliana schuyleriana","Lendemer","Herteliana schuyleriana","Lendemer"
"Thalloloma","Thalloloma cinnabarinum","(Fée) Staiger","Thalloloma cinnabarinum","(Fée) Staiger"
"Diplotomma","Diplotomma venustum","(Körb.) Körb.","Diplotomma venustum","(Körb.) Körb."
"Acarospora","Acarospora badiofusca","(Nyl.) Th.Fr.","Acarospora boulderensis","H.Magn."
"Fissurina","Fissurina scolecitis","(Tuck.) Lendemer","Fissurina scolecitis","(Tuck.) Lendemer"
"Leucodecton","Leucodecton occultum","(Eschw.) Frisch","Leucodecton occultum","(Eschw.) Frisch"
"Scutula","Scutula epiblastematica","(Wallr.) Rehm","Scutula epiblastematica","(Wallr.) Rehm"
"Collema","Collema glaucophthalmum","Nyl.","Collema glaucophthalmum","Nyl."
"Bacidia","Bacidia lividofuscescens","(Nyl.) Zahlbr.","Bacidia lividofuscescens","(Nyl.) Zahlbr."
"Lecidea","Lecidea hypopta","Ach.","Lecanora hypopta","(Ach.) Vain."
"Hypotrachyna","Hypotrachyna costaricensis","(Nyl.) Hale","Hypotrachyna costaricensis","(Nyl.) Hale"
"Phaeorrhiza","Phaeorrhiza sareptana var. sphaerocarpa","(Th.Fr.) H.Mayrhofer & Poelt","Phaeorrhiza sareptana var. sphaerocarpa","(Th.Fr.) H.Mayrhofer & Poelt"
"Usnea","Usnea sanctaeritae","Clerc & Herrera-Campos","Usnea sanctaeritae","Clerc & Herrera-Campos"
"Bryoria","Bryoria cervinula","Brodo & D.Hawksw.","Bryoria cervinula","Brodo & D.Hawksw."
"Odontotrema","Odontotrema majusculum","Rehm","Odontotrema majusculum","Rehm"
"Ionaspis","Ionaspis odora","(Ach. ex Schaer.) Th.Fr.","Ionaspis odora","(Ach.) Stein"
"Xerotrema","Xerotrema megalosporum","Sherwood & Coppins","Xerotrema megalosporum","Sherwood & Coppins"
"Leproplaca","Leproplaca obliterans","(Nyl.) Arup, Frödén & Søchting","Caloplaca obliterans","(Nyl.) Blomb. & Forssell"
"Bacidia","Bacidia idahoensis","H.Magn.","Bacidia idahoensis","H.Magn."
"Peltigera","Peltigera lyngei","Gyeln.","Peltigera lyngei","Gyeln."
"Caloplaca","Caloplaca diphasia","(Tuck.)","Caloplaca diphasia","(Tuck.)"
"Gyalideopsis","Gyalideopsis buckii","Lücking, Sérus. & Vĕzda","Tricharia vezdae","W.R.Buck"
"Lecanora","Lecanora excludens","Malme","Lecanora excludens","Malme"
"Ramonia","Ramonia vermispora","Lendemer & K.Knudsen","Ramonia vermispora","Lendemer & K.Knudsen"
"Cliostomum","Cliostomum griffithii","(Sm.) Coppins","Catillaria griffithii","(Sm.) H.Magn."
"Calvitimela","Calvitimela aglaea","(Sommerf.) Hafellner","Lecidea aglaea","Sommerf."
"Cladonia","Cladonia nipponica","Asah.","Cladonia nipponica","Asah."
"Pulvinora","Pulvinora pringlei","(Tuck.) Davydov, Yakovch., Hollinger, Bungartz & Printzen","Pulvinora pringlei","(Tuck.) Davydov, Yakovch., Hollinger, Bungartz & Printzen"
"Usnea","Usnea barbata","(L.) Weber ex F.H.Wigg","Usnea esthonica","Räsänen"
"Pyrenodesmia","Pyrenodesmia atroalba","(Tuck.) I.V.Frolov & Vondrák","Pyrenodesmia atroalba","(Tuck.) I.V.Frolov & Vondrák"
"Parmotrema","Parmotrema tinctorium","(Despreaux ex Nylander) Hale","Parmotrema tinctorium","(Despreaux ex Nylander) Hale"
"Fissurina","Fissurina incisura","Seavey & J.Seavey","Fissurina incisura","Seavey & J.Seavey"
"Biatorella","Biatorella floridensis","H.Magn.","Biatorella floridensis","H.Magn."
"Lobaria","Lobaria hallii","(Tuck.) Zahlbr.","Sticta hallii","Tuck."
"Xanthoparmelia","Xanthoparmelia joranadia","(Nash.) Egan","Parmelia joranadia","Nash"
"Aspicilia","Aspicilia olivaceopallida","(H.Magn.) Lendemer","Lecanora olivaceopallida","H.Magn."
"Usnea","Usnea antarctica","Du Rietz","Usnea antarctica","Du Rietz"
"Lecanora","Lecanora dispersoareolata","(Schaer.) Lamy","Lecanora dispersoareolata","(Schaer.) Lamy"
"Pyxine","Pyxine mexicana","Kalb","Pyxine mexicana","Kalb"
"Umbilicaria","Umbilicaria crustulosa","(Ach.) Lamy","Umbilicaria crustulosa","(Ach.) Lamy"
"Protoblastenia","Protoblastenia siebenhaariana","(Körb.) J.Steiner","Protoblastenia siebenhaariana","(Körb.) J.Steiner"
"Lecania","Lecania fuscelloides","B.D.Ryan & van den Boom","Lecania fuscelloides","B.D.Ryan & van den Boom"
"Bacidina","Bacidina phacodes","(Körb.) Vĕzda","Bacidia albescens","(Stizenb.) Bausch"
"Umbilicaria","Umbilicaria dendrophora","(Poelt) Hestmark","Umbilicaria dendrophora","(Poelt) Hestmark"
"Micarea","Micarea perparvula","(Nyl.) Coppins & Printzen, 1995","Micarea perparvula","(Nyl.) Coppins & Printzen, 1995"
"Ramalina","Ramalina evernioides","Nyl.","Ramalina evernioides","Nyl."
"Graphis","Graphis rigidula","Müll.Arg.","Graphis rigidula","Müll.Arg."
"Hypotrachyna","Hypotrachyna horrescens","(Taylor) Krog & Swinscow","Parmelia dissecta","Nyl."
"Graphis","Graphis botryosa","Tuck.","Graphis botryosa","Tuck."
"Cladonia","Cladonia terrae-novae ssp. cinerescens","Ahti","Cladonia terrae-novae ssp. cinerescens","Ahti"
"Physcia","Physcia rhizinata","Essl. & McCune","Physcia rhizinata","Essl. & McCune"
"Fissurina","Fissurina varieseptata","Common & Lücking","Fissurina varieseptata","Common & Lücking"
"Sagedia","Sagedia mastrucata","(Wahlenb.) A.Nordin, Savić & Tibell","Lecanora mastrucata","(Wahlenb.) Ach."
"Stictis","Stictis stellata","Wallr.","Stictis stellata","Wallr."
"Bilimbia","Bilimbia rubricosa","(Müll.Arg.) Fink","Haematomma californicum","Sigal & Toren"
"Trichothelium","Trichothelium minus","Vain.","Trichothelium minus","Vain."
"Caloplaca","Caloplaca pallescens","Magnusson","Caloplaca pallescens","Magnusson"
"Graphis","Graphis atrorubens","Tuck.","Graphis atrorubens","Tuck."
"Parmotrema","Parmotrema haitiense","(Hale) Hale","Parmelia haitiensis","Hale"
"Usnea","Usnea complanata","(Müll.Arg.) Mot.","Usnea complanata","(Müll.Arg.) Mot."
"Ocellularia","Ocellularia terebrata","(Ach.) Müll.Arg.","Ocellularia terebrata","(Ach.) Müll.Arg."
"Farnoldia","Farnoldia jurana","(Schaer.) Hertel","Lecidea jurana","Schaer."
"Fuscopannaria","Fuscopannaria viridescens","P.M.Jørg. & Zhurb.","Fuscopannaria viridescens","P.M.Jørg. & Zhurb."
