"actaxon","acauth","taxon","auth","genus","kingdom","phylum","class","order","family","type"
"Lewinskya speciosa","(Nees) F.Lara, Garilleti & Goffinet","Orthotrichum speciosum","Nees","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya speciosa","(Nees) F.Lara, Garilleti & Goffinet","Orthotrichum speciosum var. speciosum","","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya speciosa","(Nees) F.Lara, Garilleti & Goffinet","Orthotrichum speciosum var. transitorium","(I.Hagen) Podp.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya spjutii","(D.H.Norris & Vitt) F.Lara, Garilleti & Goffinet","Lewinskya spjutii","(D.H.Norris & Vitt) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya spjutii","(D.H.Norris & Vitt) F.Lara, Garilleti & Goffinet","Orthotrichum spjutii","D.H.Norris & Vitt","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya steerei","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya steerei","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya steerei","(Lewinsky) F.Lara, Garilleti & Goffinet","Orthotrichum steerei","Lewinsky","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya striata","(Hedw.) F.Lara, Garilleti & Goffinet","Lewinskya striata","(Hedw.) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya striata","(Hedw.) F.Lara, Garilleti & Goffinet","Orthotrichum leiocarpum","Bruch & Schimp.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya striata","(Hedw.) F.Lara, Garilleti & Goffinet","Orthotrichum striatum","Hedw.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya striata","(Hedw.) F.Lara, Garilleti & Goffinet","Weissia striata","(Hedw.) Schreb. ex G.Gaertn., B.Mey. & Scherb.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya subulata","(Mitt.) F.Lara, Garilleti & Goffinet","Lewinskya subulata","(Mitt.) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya subulata","(Mitt.) F.Lara, Garilleti & Goffinet","Orthotrichum subulatum","Mitt.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya taiwanensis","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya taiwanensis","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tanganyikae","(P.de la Varde) F.Lara, Garilleti & Goffinet","Lewinskya tanganyikae","(P.de la Varde) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tanganyikae","(P.de la Varde) F.Lara, Garilleti & Goffinet","Orthotrichum oreophilum","Lewinsky & van Rooy","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica","(Hook.f. & Wilson) F.Lara, Garilleti & Goffinet","Lewinskya tasmanica","(Hook.f. & Wilson) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica","(Hook.f. & Wilson) F.Lara, Garilleti & Goffinet","Orthotrichum beckettii","Müll.Hal.","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica","(Hook.f. & Wilson) F.Lara, Garilleti & Goffinet","Orthotrichum tasmanicum","Hook.f. & Wilson","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica","(Hook.f. & Wilson) F.Lara, Garilleti & Goffinet","Orthotrichum tasmanicum var. tasmanicum","","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica var. parvitheca","(R.Br.bis) F.Lara, Garilleti & Goffinet","Lewinskya tasmanica var. parvitheca","(R.Br.bis) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica var. parvitheca","(R.Br.bis) F.Lara, Garilleti & Goffinet","Orthotrichum tasmanicum var. parvitheca","(R.Br.bis) Lewinsky","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tasmanica var. tasmanica","","Lewinskya tasmanica var. tasmanica","","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tenuicaulis","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya tenuicaulis","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tenuicaulis","(Lewinsky) F.Lara, Garilleti & Goffinet","Orthotrichum tenuicaule","Lewinsky","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tortidontia","(F.Lara, Garilleti & Mazimpaka) F.Lara, Garilleti & Goffinet","Lewinskya tortidontia","(F.Lara, Garilleti & Mazimpaka) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tortidontia","(F.Lara, Garilleti & Mazimpaka) F.Lara, Garilleti & Goffinet","Orthotrichum tortidontium","F.Lara, Garilleti & Mazimpaka","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya tortifolia","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya tortifolia","(Lewinsky) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya transcaucasica","Eckstein, Garilleti & F.Lara","Lewinskya transcaucasica","Eckstein, Garilleti & F.Lara","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya truncatodentata","(Müll.Hal.) F.Lara, Garilleti & Goffinet","Lewinskya truncatodentata","(Müll.Hal.) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya vladikavkana","(Venturi) F.Lara, Garilleti & Goffinet","Lewinskya vladikavkana","(Venturi) F.Lara, Garilleti & Goffinet","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Lewinskya vladikavkana","(Venturi) F.Lara, Garilleti & Goffinet","Orthotrichum vladikavkanum","Venturi","Lewinskya","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma abyssinica","(Müll.Hal.) Vitt","Macrocoma abyssinica","(Müll.Hal.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma abyssinica","(Müll.Hal.) Vitt","Macromitrium abyssinicum","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma abyssinica var. megalospora","(Thér. & Naveau) Wilbraham","Macrocoma abyssinica var. megalospora","(Thér. & Naveau) Wilbraham","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma brasiliensis","(Mitt.) Vitt","Macrocoma brasiliensis","(Mitt.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma brasiliensis","(Mitt.) Vitt","Macrocoma capillicaulis","(Müll.Hal. ex Broth.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma brasiliensis","(Mitt.) Vitt","Macromitrium brasiliense","Mitt.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma brasiliensis","(Mitt.) Vitt","Macromitrium capillicaule","Müll.Hal. ex Broth.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma frigida","(Müll.Hal.) Vitt","Macrocoma frigida","(Müll.Hal.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma frigida","(Müll.Hal.) Vitt","Macromitrium pringlei","Cardot","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma gastonyi","D.H.Norris & Vitt","Macrocoma gastonyi","D.H.Norris & Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma iwatsukii","Vitt","Macrocoma iwatsukii","Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma lycopodioides","(Schwägr.) Vitt","Macrocoma lycopodioides","(Schwägr.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma lycopodioides","(Schwägr.) Vitt","Macromitrium lycopodioides","Schwägr.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macrocoma filiformis","(Hook. & Grev.) Grout","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macromitrium angulicaule","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macromitrium chrysomitrium","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma orthotrichoides","(Raddi) Wijk & Margad.","Macromitrium filiforme","Schwägr.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma papillosa","(Thér.) Vitt","Macrocoma papillosa","(Thér.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma pulchella","(Hornsch.) Vitt","Macrocoma pulchella","(Hornsch.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma pulchella","(Hornsch.) Vitt","Macromitrium pulchellum","(Hornsch.) Brid.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macrocoma tenuis","(Hook. & Grev.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium adelphinum","Cardot","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium confusum","Mitt.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium dawsoniaemitrium","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium dregei","Hornsch.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium eucalyptorum","Müll.Hal. & Hampe","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium hyalinum","Broth.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium microphyllum","(Hook. & Grev.) Brid.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium tenue","(Hook. & Grev.) Brid.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis","(Hook. & Grev.) Vitt","Macromitrium zikanii","Herzog","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma intricata","(Müll.Hal.) H.A.Mill., H.Whittier & B.Whittier","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma sullivantii","(Müll.Hal.) Grout","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma tenue ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macromitrium intricatum","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macromitrium okamurae","Broth.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macromitrium perrottetii","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macromitrium progressum","Hampe","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. sullivantii","(Müll.Hal.) Vitt","Macromitrium sullivantii","Müll.Hal.","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macrocoma tenuis ssp. tenuis","","Macrocoma tenuis ssp. tenuis","","Macrocoma","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium acuminatum","(Reinw. & Hornsch.) Müll.Hal.","Macromitrium acuminatum","(Reinw. & Hornsch.) Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium acuminatum","(Reinw. & Hornsch.) Müll.Hal.","Macromitrium elongatum","Dozy & Molk. ex Bosch & Sande Lac.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium acutirameum","Mitt.","Macromitrium acutirameum","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium amaniense","P.de la Varde","Macromitrium amaniense","P.de la Varde","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium amboroicum","Herzog","Macromitrium amboroicum","Herzog","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium angulatum","Mitt.","Macromitrium angulatum","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium angulosum","Thwaites & Mitt.","Macromitrium angulosum","Thwaites & Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium angustifolium","Dozy & Molk.","Macromitrium angustifolium","Dozy & Molk.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium antarcticum","C.H.Wright","Macromitrium antarcticum","C.H.Wright","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium archboldii","E.B.Bartram","Macromitrium archboldii","E.B.Bartram","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium archeri","Mitt.","Macromitrium archeri","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium archeri","Mitt.","Macromitrium asperulum","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium archeri","Mitt.","Macromitrium pusillum","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium archeri","Mitt.","Macromitrium uncinatum","Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium argutum","Hampe","Macromitrium argutum","Hampe","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium argutum","Hampe","Macromitrium nematosum","E.B.Bartram","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium argutum","Hampe","Macromitrium perserratum","E.B.Bartram","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium argutum","Hampe","Macromitrium proliferum","Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium argutum","Hampe","Macromitrium runcinatella","Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium atratum","Herzog","Macromitrium atratum","Herzog","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium atroviride","R.S.Williams","Macromitrium atroviride","R.S.Williams","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium attenuatum","Hampe","Macromitrium attenuatum","Hampe","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium aurescens","Hampe","Macromitrium aurescens","Hampe","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium aurescens","Hampe","Macromitrium cylindromitrium","Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium aurescens var. caledonicum","(Thér.) Thouvenot","Macromitrium aurescens var. caledonicum","(Thér.) Thouvenot","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium aureum","Müll.Hal.","Macromitrium aureum","Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium austrocirrosum","E.B.Bartram","Macromitrium austrocirrosum","E.B.Bartram","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium bifasciculare","Müll.Hal. ex Dusén","Macromitrium bifasciculare","Müll.Hal. ex Dusén","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium bifasciculatum","Müll.Hal.","Macromitrium bifasciculatum","Müll.Hal.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium binsteadii","Dixon","Macromitrium binsteadii","Dixon","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium bistratosum","E.B.Bartram","Macromitrium bistratosum","E.B.Bartram","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium blumei","Nees ex Schwägr.","Macromitrium blumei","Nees ex Schwägr.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium blumei","Nees ex Schwägr.","Macromitrium contortum","Thwaites & Mitt.","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium blumei","Nees ex Schwägr.","Macromitrium horridum","Dixon","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
"Macromitrium blumei var. zollingeri","(Mitt. ex Bosch & Sande Lac.) S.L.Guo, B.C.Tan & Virtanen","Macromitrium annamense","Broth. & Paris","Macromitrium","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","bryophyte"
